Date,Price,Open,High,Low,Vol.,Change %
2018-02-02,1870.48,1875.34,1880.56,1863.43,212.85M,0.10%
2018-01-30,1868.58,1865.35,1872.70,1861.58,160.39M,-0.10%
2018-01-29,1870.52,1855.09,1870.52,1855.09,144.43M,0.90%
2018-01-26,1853.92,1843.95,1853.92,1842.56,123.88M,0.44%
2018-01-25,1845.86,1836.55,1845.86,1836.44,166.67M,0.48%
2018-01-24,1837.04,1838.12,1838.34,1834.49,119.19M,-0.05%
2018-01-23,1838.04,1836.10,1838.04,1830.98,145.43M,0.27%
2018-01-22,1833.15,1835.21,1835.21,1825.86,118.41M,0.24%
2018-01-19,1828.83,1823.39,1828.83,1821.68,153.95M,0.40%
2018-01-18,1821.60,1831.24,1831.32,1821.21,179.85M,-0.38%
2018-01-17,1828.63,1824.55,1828.63,1821.54,135.11M,0.14%
2018-01-16,1826.03,1827.68,1827.68,1818.64,151.67M,0.01%
2018-01-15,1825.91,1825.24,1827.85,1824.56,130.91M,0.18%
2018-01-12,1822.67,1825.01,1825.81,1818.78,159.97M,0.32%
2018-01-11,1816.88,1822.02,1823.31,1812.78,146.66M,-0.33%
2018-01-10,1822.92,1828.90,1830.63,1821.27,157.95M,-0.22%
2018-01-09,1826.95,1837.26,1840.35,1823.52,185.43M,-0.28%
2018-01-08,1832.15,1819.74,1832.15,1813.03,182.18M,0.78%
2018-01-05,1817.97,1804.79,1817.97,1803.81,186.35M,0.81%
2018-01-04,1803.45,1795.56,1803.45,1795.56,166.13M,0.59%
2018-01-03,1792.79,1785.79,1795.87,1785.21,172.97M,0.57%
2018-01-02,1782.70,1783.10,1783.48,1772.00,85.03M,-0.79%
2017-12-29,1796.81,1780.65,1796.81,1776.94,145.43M,1.00%
2017-12-28,1779.10,1771.95,1781.84,1769.60,102.17M,0.41%
2017-12-27,1771.76,1760.71,1771.76,1760.69,103.73M,0.67%
2017-12-26,1759.99,1758.51,1760.45,1753.25,100.97M,-0.01%
2017-12-22,1760.24,1752.85,1760.24,1748.49,89.82M,0.52%
2017-12-21,1751.21,1750.59,1752.25,1744.21,142.05M,0.26%
2017-12-20,1746.63,1735.92,1751.95,1735.44,135.78M,0.56%
2017-12-19,1736.95,1743.73,1744.39,1732.93,196.03M,-0.84%
2017-12-18,1751.64,1754.05,1755.20,1747.62,123.16M,-0.08%
2017-12-15,1753.07,1757.06,1760.02,1745.65,294.32M,-0.34%
2017-12-14,1759.00,1738.08,1759.75,1736.07,223.85M,1.23%
2017-12-13,1737.66,1728.84,1737.66,1725.95,175.20M,0.47%
2017-12-12,1729.57,1718.76,1729.57,1717.32,153.87M,0.59%
2017-12-11,1719.47,1720.93,1725.74,1718.30,131.93M,-0.10%
2017-12-08,1721.25,1721.28,1724.59,1718.88,185.29M,0.13%
2017-12-07,1719.05,1721.71,1723.40,1718.47,181.26M,0.04%
2017-12-06,1718.33,1720.73,1722.95,1715.10,176.06M,-0.38%
2017-12-05,1724.84,1708.48,1724.84,1708.48,133.14M,0.68%
2017-12-04,1713.13,1717.98,1717.99,1709.17,184.36M,-0.28%
2017-11-30,1717.86,1719.62,1727.62,1716.76,467.43M,-0.15%
2017-11-29,1720.38,1716.28,1720.57,1714.47,136.50M,0.35%
2017-11-28,1714.42,1716.12,1716.79,1709.94,113.57M,-0.32%
2017-11-27,1719.86,1718.37,1719.86,1712.97,95.88M,0.15%
2017-11-24,1717.23,1720.05,1720.38,1713.26,168.65M,-0.23%
2017-11-23,1721.27,1723.42,1728.18,1720.59,77.57M,-0.13%
2017-11-22,1723.54,1724.59,1727.77,1721.36,135.48M,0.17%
2017-11-21,1720.68,1718.83,1722.73,1716.45,109.98M,0.14%
2017-11-20,1718.36,1723.77,1725.35,1717.45,109.27M,-0.19%
2017-11-17,1721.66,1720.81,1725.69,1719.87,111.01M,0.21%
2017-11-16,1718.11,1723.04,1725.72,1716.97,149.58M,-0.28%
2017-11-15,1722.99,1733.90,1736.40,1722.99,146.08M,-0.61%
2017-11-14,1733.61,1743.27,1744.61,1733.31,130.60M,-0.22%
2017-11-13,1737.49,1743.14,1746.72,1737.49,101.43M,-0.27%
2017-11-10,1742.28,1746.53,1748.94,1740.94,93.71M,-0.26%
2017-11-09,1746.81,1743.73,1749.31,1742.32,110.22M,0.15%
2017-11-08,1744.20,1746.88,1749.83,1744.09,94.42M,-0.38%
2017-11-07,1750.94,1742.69,1750.94,1742.44,111.12M,0.50%
2017-11-06,1742.29,1743.25,1745.41,1741.43,87.27M,0.08%
2017-11-03,1740.93,1744.68,1744.79,1739.60,81.64M,-0.01%
2017-11-02,1741.05,1743.94,1747.17,1739.80,86.38M,-0.17%
2017-11-01,1743.93,1747.79,1748.80,1742.35,97.66M,-0.23%
2017-10-31,1747.92,1747.40,1751.26,1742.60,173.93M,-0.02%
2017-10-30,1748.35,1747.91,1750.85,1746.46,85.85M,0.13%
2017-10-27,1746.13,1741.34,1751.50,1739.89,154.38M,0.54%
2017-10-26,1736.80,1740.21,1740.84,1734.93,112.58M,-0.13%
2017-10-25,1739.05,1737.03,1740.51,1733.67,91.01M,0.17%
2017-10-24,1736.14,1742.44,1745.48,1736.10,103.65M,-0.31%
2017-10-23,1741.47,1742.29,1744.86,1741.38,90.17M,0.05%
2017-10-20,1740.65,1745.03,1745.41,1740.65,100.02M,-0.19%
2017-10-19,1743.99,1749.85,1750.59,1741.62,133.13M,-0.29%
2017-10-17,1748.99,1753.44,1755.43,1748.99,121.12M,-0.31%
2017-10-16,1754.37,1759.12,1759.31,1749.49,90.40M,-0.05%
2017-10-13,1755.32,1756.00,1756.17,1751.62,89.35M,0.08%
2017-10-12,1754.00,1760.32,1760.32,1751.20,110.12M,-0.18%
2017-10-11,1757.21,1761.12,1762.97,1752.90,115.49M,-0.22%
2017-10-10,1761.13,1760.69,1762.64,1758.54,77.97M,-0.16%
2017-10-09,1764.03,1763.65,1765.48,1762.26,77.61M,0.00%
2017-10-06,1764.00,1758.02,1764.00,1758.02,92.09M,0.28%
2017-10-05,1759.09,1760.56,1761.16,1757.61,79.55M,-0.16%
2017-10-04,1761.84,1759.81,1762.71,1758.82,79.43M,0.12%
2017-10-03,1759.67,1756.51,1759.78,1754.73,107.02M,0.28%
2017-10-02,1754.78,1755.22,1758.15,1750.94,101.46M,-0.05%
2017-09-29,1755.58,1760.25,1760.25,1753.00,131.05M,-0.14%
2017-09-28,1758.06,1765.83,1767.18,1758.06,129.85M,-0.35%
2017-09-27,1764.24,1767.62,1768.19,1762.09,119.06M,-0.08%
2017-09-26,1765.59,1768.55,1769.12,1761.21,149.95M,-0.20%
2017-09-25,1769.14,1771.39,1772.19,1768.16,146.72M,-0.11%
2017-09-21,1771.04,1775.45,1776.31,1770.70,120.50M,-0.14%
2017-09-20,1773.58,1777.03,1777.03,1770.44,137.85M,-0.17%
2017-09-19,1776.66,1783.68,1783.68,1775.30,104.92M,-0.39%
2017-09-18,1783.66,1782.93,1787.01,1780.20,71.28M,-0.15%
2017-09-15,1786.33,1783.99,1786.33,1776.87,182.23M,0.28%
2017-09-14,1781.37,1786.14,1788.47,1780.79,101.27M,-0.26%
2017-09-13,1786.07,1789.38,1793.22,1785.50,94.78M,-0.21%
2017-09-12,1789.86,1782.29,1789.86,1781.54,108.31M,0.40%
2017-09-11,1782.74,1780.27,1784.25,1778.27,102.03M,0.16%
2017-09-08,1779.90,1781.07,1782.81,1775.06,112.44M,-0.17%
2017-09-07,1782.98,1775.06,1782.98,1772.57,133.18M,0.59%
2017-09-06,1772.48,1768.83,1772.62,1767.07,92.87M,0.16%
2017-09-05,1769.63,1785.69,1785.69,1766.05,128.77M,-0.20%
2017-08-30,1773.16,1758.59,1773.16,1757.89,134.84M,0.68%
2017-08-29,1761.14,1766.87,1767.23,1756.92,104.95M,-0.47%
2017-08-28,1769.49,1766.59,1771.85,1765.65,76.61M,0.02%
2017-08-25,1769.17,1772.10,1773.69,1764.07,98.29M,-0.36%
2017-08-24,1775.50,1772.75,1775.76,1768.52,98.74M,0.14%
2017-08-23,1772.94,1775.35,1777.18,1770.95,101.36M,-0.07%
2017-08-22,1774.22,1771.47,1775.80,1771.39,99.27M,0.15%
2017-08-21,1771.62,1774.72,1775.80,1771.62,91.01M,-0.26%
2017-08-18,1776.22,1772.34,1776.22,1770.04,70.28M,-0.01%
2017-08-17,1776.31,1774.81,1776.31,1773.24,75.42M,0.14%
2017-08-16,1773.75,1772.89,1774.61,1771.60,76.66M,0.08%
2017-08-15,1772.39,1772.87,1773.66,1768.76,74.69M,0.07%
2017-08-14,1771.08,1766.50,1772.56,1766.37,84.12M,0.23%
2017-08-11,1766.96,1774.88,1775.34,1766.96,91.59M,-0.61%
2017-08-10,1777.77,1776.94,1778.18,1773.64,65.02M,-0.01%
2017-08-09,1777.94,1777.30,1779.77,1775.99,80.22M,-0.21%
2017-08-08,1781.65,1778.55,1782.63,1775.78,109.74M,0.21%
2017-08-07,1777.91,1775.52,1778.48,1771.90,78.03M,0.19%
2017-08-04,1774.53,1772.46,1774.53,1770.14,66.99M,0.15%
2017-08-03,1771.90,1770.81,1772.59,1768.05,70.09M,0.07%
2017-08-02,1770.61,1768.38,1771.32,1767.80,81.18M,0.31%
2017-08-01,1765.13,1765.03,1769.52,1762.88,114.83M,0.29%
2017-07-31,1760.03,1767.90,1768.10,1760.03,149.12M,-0.40%
2017-07-28,1767.08,1769.49,1772.30,1767.08,147.23M,-0.17%
2017-07-27,1770.07,1765.97,1772.03,1765.84,107.88M,0.23%
2017-07-26,1766.00,1766.04,1766.70,1760.82,77.19M,0.15%
2017-07-25,1763.34,1766.00,1766.47,1761.16,88.38M,0.08%
2017-07-24,1761.99,1761.35,1761.99,1757.22,89.49M,0.16%
2017-07-21,1759.16,1756.55,1759.16,1752.40,100.97M,0.20%
2017-07-20,1755.63,1759.85,1759.85,1753.96,117.69M,-0.09%
2017-07-19,1757.27,1753.74,1760.82,1753.74,106.53M,0.13%
2017-07-18,1754.92,1758.14,1758.14,1752.57,110.55M,-0.02%
2017-07-17,1755.19,1759.12,1759.52,1752.78,85.87M,0.01%
2017-07-14,1755.00,1756.82,1757.24,1751.69,103.44M,0.07%
2017-07-13,1753.78,1759.01,1760.66,1752.59,137.40M,-0.20%
2017-07-12,1757.24,1755.94,1757.24,1751.59,110.77M,0.13%
2017-07-11,1755.03,1754.62,1758.27,1752.74,96.94M,-0.12%
2017-07-10,1757.13,1759.10,1760.44,1754.57,86.36M,-0.16%
2017-07-07,1759.93,1768.07,1768.61,1759.46,90.84M,-0.60%
2017-07-06,1770.53,1768.00,1770.53,1765.75,109.97M,0.13%
2017-07-05,1768.16,1761.53,1768.16,1761.17,98.17M,0.35%
2017-07-04,1762.08,1767.65,1768.30,1762.08,109.72M,-0.37%
2017-07-03,1768.67,1761.73,1768.67,1756.37,114.57M,0.28%
2017-06-30,1763.67,1770.32,1772.59,1755.65,177.46M,-0.43%
2017-06-29,1771.36,1772.18,1775.85,1770.53,79.40M,0.01%
2017-06-28,1771.23,1787.19,1788.87,1770.78,121.10M,-0.46%
2017-06-23,1779.45,1778.35,1780.06,1775.74,92.31M,0.11%
2017-06-22,1777.43,1776.89,1778.68,1775.07,102.62M,0.10%
2017-06-21,1775.57,1780.31,1782.09,1773.66,146.47M,-0.29%
2017-06-20,1780.71,1786.72,1787.70,1780.71,134.89M,-0.46%
2017-06-19,1788.90,1792.13,1793.39,1785.25,93.35M,-0.13%
2017-06-16,1791.31,1791.31,1796.75,1787.84,202.14M,0.07%
2017-06-15,1790.01,1792.95,1795.01,1788.27,124.80M,-0.13%
2017-06-14,1792.35,1789.33,1793.07,1786.92,148.64M,0.44%
2017-06-13,1784.44,1789.70,1793.01,1784.31,155.55M,-0.25%
2017-06-09,1788.89,1782.86,1790.64,1781.23,117.79M,0.19%
2017-06-08,1785.57,1784.75,1789.02,1783.13,115.98M,-0.02%
2017-06-07,1785.92,1789.68,1792.65,1785.92,138.59M,-0.28%
2017-06-06,1791.01,1787.49,1795.00,1783.08,136.57M,0.17%
2017-06-05,1787.95,1777.37,1790.23,1775.02,146.28M,0.62%
2017-06-02,1776.95,1767.60,1776.95,1766.25,142.49M,0.78%
2017-06-01,1763.11,1764.57,1765.88,1759.73,130.49M,-0.16%
2017-05-31,1765.87,1766.42,1769.46,1761.11,412.52M,0.03%
2017-05-30,1765.34,1764.39,1767.40,1762.43,112.37M,0.03%
2017-05-29,1764.89,1774.25,1774.43,1764.89,94.49M,-0.42%
2017-05-26,1772.30,1773.90,1778.18,1769.47,132.48M,-0.09%
2017-05-25,1773.96,1774.30,1782.54,1773.22,175.44M,0.17%
2017-05-24,1771.01,1770.46,1776.24,1767.22,132.41M,0.22%
2017-05-23,1767.17,1775.58,1777.08,1767.17,116.55M,-0.44%
2017-05-22,1774.95,1772.15,1774.95,1768.98,103.01M,0.38%
2017-05-19,1768.28,1768.40,1771.50,1767.89,170.72M,0.06%
2017-05-18,1767.17,1765.38,1769.80,1762.04,124.05M,-0.48%
2017-05-17,1775.65,1779.74,1779.94,1770.22,121.24M,-0.14%
2017-05-16,1778.15,1785.03,1787.54,1773.09,155.83M,-0.03%
2017-05-15,1778.65,1775.40,1778.65,1771.87,113.27M,0.16%
2017-05-12,1775.87,1776.93,1778.64,1773.15,110.81M,0.03%
2017-05-11,1775.39,1776.29,1780.49,1774.59,198.64M,0.50%
2017-05-09,1766.56,1768.46,1770.43,1765.14,95.76M,-0.09%
2017-05-08,1768.15,1765.05,1768.15,1763.29,82.88M,0.31%
2017-05-05,1762.74,1758.83,1763.92,1757.54,108.91M,0.23%
2017-05-04,1758.67,1767.93,1768.71,1754.23,125.24M,-0.78%
2017-05-03,1772.51,1778.88,1784.79,1770.06,145.64M,-0.34%
2017-05-02,1778.47,1769.16,1781.55,1769.16,175.44M,0.59%
2017-04-28,1768.06,1767.98,1772.21,1765.57,162.82M,0.01%
2017-04-27,1767.92,1768.19,1770.90,1766.38,144.91M,-0.06%
2017-04-26,1768.92,1767.78,1769.68,1764.62,179.40M,0.18%
2017-04-25,1765.80,1765.08,1765.94,1758.47,187.37M,0.56%
2017-04-21,1756.05,1742.23,1756.05,1742.23,147.95M,0.83%
2017-04-20,1741.61,1737.90,1743.56,1736.40,132.12M,0.15%
2017-04-19,1738.95,1740.26,1741.47,1735.73,122.55M,-0.09%
2017-04-18,1740.60,1735.55,1741.51,1735.31,129.13M,0.38%
2017-04-17,1733.93,1731.13,1736.29,1729.13,84.65M,0.17%
2017-04-14,1730.99,1736.65,1736.88,1730.51,74.19M,-0.41%
2017-04-13,1738.18,1743.34,1743.34,1735.69,140.99M,-0.34%
2017-04-12,1744.08,1735.83,1744.08,1735.06,112.46M,0.47%
2017-04-11,1735.84,1739.35,1740.13,1733.79,112.14M,-0.21%
2017-04-10,1739.52,1739.73,1741.68,1736.72,100.88M,-0.13%
2017-04-07,1741.72,1740.82,1741.74,1736.21,177.78M,0.12%
2017-04-06,1739.56,1744.81,1744.81,1738.83,137.21M,-0.29%
2017-04-05,1744.67,1745.63,1747.01,1741.51,142.09M,-0.14%
2017-04-04,1747.19,1745.03,1747.19,1742.85,128.59M,0.10%
2017-04-03,1745.49,1742.38,1745.49,1737.77,110.12M,0.31%
2017-03-31,1740.09,1746.96,1748.19,1740.09,149.29M,-0.52%
2017-03-30,1749.25,1750.69,1751.07,1746.05,145.10M,-0.07%
2017-03-29,1750.41,1757.46,1759.76,1747.16,149.20M,-0.23%
2017-03-28,1754.42,1750.60,1756.27,1748.65,137.65M,0.54%
2017-03-27,1744.95,1745.08,1750.35,1744.33,112.49M,-0.05%
2017-03-24,1745.75,1748.15,1749.61,1745.43,138.12M,-0.07%
2017-03-23,1747.00,1750.66,1753.76,1747.00,217.04M,-0.07%
2017-03-22,1748.30,1747.75,1748.30,1738.40,174.33M,-0.36%
2017-03-21,1754.67,1749.42,1757.99,1748.82,174.02M,0.30%
2017-03-20,1749.41,1744.07,1755.26,1744.07,146.57M,0.24%
2017-03-17,1745.20,1742.38,1752.10,1739.65,352.59M,0.46%
2017-03-16,1737.14,1726.34,1738.02,1726.12,253.79M,1.15%
2017-03-15,1717.36,1717.17,1719.27,1713.92,105.55M,-0.30%
2017-03-14,1722.47,1722.45,1727.39,1719.12,160.94M,0.03%
2017-03-13,1721.92,1716.75,1722.25,1715.35,121.58M,0.25%
2017-03-10,1717.58,1716.34,1718.02,1713.55,137.48M,0.01%
2017-03-09,1717.42,1723.21,1724.40,1717.42,121.77M,-0.47%
2017-03-08,1725.54,1725.78,1730.16,1724.84,117.75M,-0.18%
2017-03-07,1728.66,1727.65,1734.07,1725.02,152.27M,0.08%
2017-03-06,1727.36,1706.59,1727.36,1706.21,160.45M,1.11%
2017-03-03,1708.38,1714.53,1716.03,1704.33,145.92M,-0.42%
2017-03-02,1715.67,1701.14,1717.14,1701.14,171.11M,1.06%
2017-03-01,1697.69,1694.64,1701.13,1692.33,133.21M,0.23%
2017-02-28,1693.77,1691.10,1697.25,1690.64,200.37M,0.00%
2017-02-27,1693.84,1697.90,1705.49,1693.84,124.30M,-0.27%
2017-02-24,1698.35,1706.48,1707.31,1696.48,167.86M,-0.36%
2017-02-23,1704.48,1709.54,1710.07,1702.54,147.79M,-0.21%
2017-02-22,1708.08,1708.69,1709.10,1704.42,166.34M,0.09%
2017-02-21,1706.55,1712.95,1719.76,1706.09,123.78M,-0.35%
2017-02-20,1712.58,1706.17,1713.61,1706.17,112.69M,0.29%
2017-02-17,1707.68,1705.81,1711.75,1705.79,163.06M,0.01%
2017-02-16,1707.59,1707.61,1709.36,1705.70,147.91M,-0.13%
2017-02-15,1709.79,1708.09,1713.47,1707.24,154.52M,0.05%
2017-02-14,1708.90,1709.97,1710.08,1703.59,152.55M,-0.08%
2017-02-13,1710.24,1701.14,1710.41,1700.97,142.25M,0.67%
2017-02-10,1698.94,1699.73,1702.27,1695.37,175.44M,0.62%
2017-02-08,1688.50,1687.14,1690.80,1686.03,151.93M,-0.02%
2017-02-07,1688.84,1687.73,1690.91,1684.84,113.21M,-0.14%
2017-02-06,1691.24,1686.07,1691.24,1684.63,114.86M,0.37%
2017-02-03,1685.01,1674.80,1685.01,1674.80,135.24M,0.69%
2017-02-02,1673.48,1670.40,1678.76,1667.68,168.89M,0.12%
2017-01-31,1671.54,1686.45,1686.83,1671.54,129.88M,-0.88%
2017-01-27,1686.36,1695.64,1695.72,1684.97,99.13M,-0.35%
2017-01-26,1692.22,1684.85,1692.22,1684.13,137.56M,0.49%
2017-01-25,1683.93,1683.46,1684.79,1681.10,142.50M,0.19%
2017-01-24,1680.69,1674.37,1680.69,1670.53,154.66M,0.56%
2017-01-23,1671.31,1665.92,1674.62,1664.35,118.56M,0.39%
2017-01-20,1664.89,1665.16,1667.92,1664.89,100.09M,-0.10%
2017-01-19,1666.51,1666.90,1667.23,1658.36,112.09M,0.09%
2017-01-18,1665.02,1663.38,1670.59,1663.38,94.64M,0.12%
2017-01-17,1663.03,1660.30,1664.90,1659.01,100.88M,0.25%
2017-01-16,1658.84,1672.02,1672.42,1658.84,121.08M,-0.82%
2017-01-13,1672.50,1677.68,1679.64,1672.50,131.21M,-0.31%
2017-01-12,1677.76,1675.64,1682.74,1673.44,160.39M,0.15%
2017-01-11,1675.21,1672.80,1675.59,1671.23,111.33M,0.19%
2017-01-10,1672.05,1668.36,1673.57,1665.94,146.55M,0.25%
2017-01-09,1667.90,1675.33,1675.69,1667.90,85.05M,-0.45%
2017-01-06,1675.49,1658.42,1675.49,1658.42,142.60M,0.94%
2017-01-05,1659.82,1647.99,1659.82,1647.99,115.87M,0.75%
2017-01-04,1647.47,1638.98,1647.47,1637.14,104.29M,0.73%
2017-01-03,1635.53,1636.94,1637.56,1630.67,61.04M,-0.38%
2016-12-30,1641.73,1637.45,1641.73,1630.03,138.81M,0.23%
2016-12-29,1637.93,1629.85,1640.53,1625.82,93.61M,0.47%
2016-12-28,1630.30,1620.89,1630.30,1619.09,99.25M,0.66%
2016-12-27,1619.68,1618.48,1622.66,1616.69,64.59M,0.16%
2016-12-23,1617.15,1622.09,1623.93,1616.54,72.51M,-0.37%
2016-12-22,1623.20,1629.03,1629.90,1622.59,80.11M,-0.39%
2016-12-21,1629.59,1638.82,1639.49,1629.59,109.40M,-0.30%
2016-12-20,1634.52,1633.56,1637.02,1632.48,88.53M,0.01%
2016-12-19,1634.30,1631.73,1636.55,1630.34,88.50M,-0.21%
2016-12-16,1637.79,1634.31,1637.79,1632.46,158.01M,0.05%
2016-12-15,1636.99,1635.74,1638.79,1629.86,119.98M,-0.38%
2016-12-14,1643.29,1645.72,1646.88,1639.93,132.46M,-0.12%
2016-12-13,1645.28,1651.45,1651.45,1641.93,154.00M,0.24%
2016-12-09,1641.42,1641.85,1641.85,1636.61,107.01M,-0.14%
2016-12-08,1643.75,1639.39,1643.75,1636.09,126.88M,0.69%
2016-12-07,1632.47,1633.15,1634.20,1627.86,109.65M,0.17%
2016-12-06,1629.73,1624.17,1629.73,1624.02,122.16M,0.29%
2016-12-05,1624.97,1630.56,1631.41,1624.97,103.44M,-0.24%
2016-12-02,1628.96,1627.51,1632.23,1626.38,118.50M,0.15%
2016-12-01,1626.44,1621.10,1628.62,1619.99,145.88M,0.45%
2016-11-30,1619.12,1627.57,1628.50,1616.08,327.00M,-0.48%
2016-11-29,1626.93,1629.97,1630.22,1625.39,139.15M,-0.11%
2016-11-28,1628.66,1625.37,1630.63,1623.62,103.87M,0.09%
2016-11-25,1627.26,1625.19,1627.42,1623.35,80.10M,0.19%
2016-11-24,1624.21,1629.37,1629.88,1623.61,86.69M,-0.38%
2016-11-23,1630.38,1631.30,1631.67,1622.49,122.84M,0.07%
2016-11-22,1629.32,1628.15,1632.71,1627.57,135.87M,0.13%
2016-11-21,1627.28,1621.42,1627.50,1621.42,89.23M,0.21%
2016-11-18,1623.80,1624.16,1626.52,1617.70,113.67M,-0.18%
2016-11-17,1626.77,1627.37,1629.81,1620.94,116.18M,-0.05%
2016-11-16,1627.63,1633.03,1637.40,1624.31,158.95M,-0.18%
2016-11-15,1630.56,1617.36,1635.04,1617.33,143.47M,0.86%
2016-11-14,1616.64,1628.43,1629.05,1614.11,168.18M,-1.07%
2016-11-11,1634.19,1646.74,1646.74,1625.10,232.34M,-1.12%
2016-11-10,1652.74,1652.37,1664.27,1652.37,168.15M,0.31%
2016-11-09,1647.62,1664.12,1665.36,1640.34,176.96M,-0.97%
2016-11-08,1663.82,1653.44,1663.82,1653.00,129.39M,0.80%
2016-11-07,1650.59,1643.45,1654.34,1643.07,115.34M,0.14%
2016-11-04,1648.24,1646.34,1651.32,1643.95,133.42M,0.01%
2016-11-03,1648.08,1658.19,1661.65,1648.08,145.78M,-0.69%
2016-11-02,1659.60,1669.81,1669.81,1656.50,130.89M,-0.68%
2016-11-01,1670.93,1673.56,1673.90,1670.88,97.82M,-0.09%
2016-10-31,1672.46,1676.83,1676.83,1664.74,132.93M,0.13%
2016-10-28,1670.27,1669.61,1671.72,1666.97,106.84M,0.07%
2016-10-27,1669.03,1673.95,1674.20,1666.25,102.30M,-0.29%
2016-10-26,1673.92,1675.17,1677.50,1672.35,113.03M,-0.21%
2016-10-25,1677.43,1677.44,1679.00,1673.18,129.19M,-0.02%
2016-10-24,1677.76,1668.77,1679.11,1667.55,115.58M,0.47%
2016-10-21,1669.98,1668.03,1671.57,1663.97,161.15M,0.17%
